# step time[s] dt[s] max_speed[m/s] max_vorticity[1/s] max_delta_omega poisson_iters
57800 8.0884765656e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57840 8.0941888430e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57880 8.0999011204e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57920 8.1056133978e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57960 8.1113256751e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58000 8.1170379525e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58040 8.1227502299e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58080 8.1284625072e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58120 8.1341747846e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58160 8.1398870620e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58200 8.1455993393e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58240 8.1513116167e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58280 8.1570238941e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58320 8.1627361714e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58360 8.1684484488e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58400 8.1741607262e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58440 8.1798730035e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58480 8.1855852809e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58520 8.1912975583e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58560 8.1970098356e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58600 8.2027221130e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58640 8.2084343904e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58680 8.2141466677e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58720 8.2198589451e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58760 8.2255712225e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58800 8.2312834999e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58840 8.2369957772e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58880 8.2427080546e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58920 8.2484203320e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
58960 8.2541326093e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59000 8.2598448867e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59040 8.2655571641e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59080 8.2712694414e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59120 8.2769817188e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59160 8.2826939962e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59200 8.2884062735e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59240 8.2941185509e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59280 8.2998308283e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59320 8.3055431056e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59360 8.3112553830e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59400 8.3169676604e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59440 8.3226799377e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59480 8.3283922151e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59520 8.3341044925e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59560 8.3398167699e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59600 8.3455290472e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59640 8.3512413246e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59680 8.3569536020e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59720 8.3626658793e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59760 8.3683781567e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59800 8.3740904341e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59840 8.3798027114e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59880 8.3855149888e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59920 8.3912272662e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
59960 8.3969395435e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60000 8.4026518209e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60040 8.4083640983e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60080 8.4140763756e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60120 8.4197886530e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60160 8.4255009304e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60200 8.4312132077e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60240 8.4369254851e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60280 8.4426377625e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60320 8.4483500398e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60360 8.4540623172e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60400 8.4597745946e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60440 8.4654868720e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60480 8.4711991493e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60520 8.4769114267e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60560 8.4826237041e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60600 8.4883359814e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60640 8.4940482588e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60680 8.4997605362e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60720 8.5054728135e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60760 8.5111850909e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60800 8.5168973683e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60840 8.5226096456e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60880 8.5283219230e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60920 8.5340342004e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
60960 8.5397464777e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61000 8.5454587551e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61040 8.5511710325e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61080 8.5568833098e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61120 8.5625955872e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61160 8.5683078646e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61200 8.5740201420e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61240 8.5797324193e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61280 8.5854446967e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61320 8.5911569741e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61360 8.5968692514e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61400 8.6025815288e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61440 8.6082938062e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61480 8.6140060835e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61520 8.6197183609e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61560 8.6254306383e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61600 8.6311429156e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61640 8.6368551930e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61680 8.6425674704e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61720 8.6482797477e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61760 8.6539920251e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61800 8.6597043025e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61840 8.6654165798e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61880 8.6711288572e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61920 8.6768411346e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
61960 8.6825534119e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62000 8.6882656893e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62040 8.6939779667e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62080 8.6996902441e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62120 8.7054025214e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62160 8.7111147988e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62200 8.7168270762e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62240 8.7225393535e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62280 8.7282516309e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62320 8.7339639083e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62360 8.7396761856e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62400 8.7453884630e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62440 8.7511007404e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62480 8.7568130177e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62520 8.7625252951e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62560 8.7682375725e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62600 8.7739498498e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62640 8.7796621272e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62680 8.7853744046e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62720 8.7910866819e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62760 8.7967989593e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62800 8.8025112367e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62840 8.8082235140e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62880 8.8139357914e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62920 8.8196480688e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
62960 8.8253603462e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63000 8.8310726235e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63040 8.8367849009e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63080 8.8424971783e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63120 8.8482094556e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63160 8.8539217330e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63200 8.8596340104e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63240 8.8653462877e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63280 8.8710585651e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63320 8.8767708425e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63360 8.8824831198e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63400 8.8881953972e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63440 8.8939076746e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63480 8.8996199519e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63520 8.9053322293e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63560 8.9110445067e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63600 8.9167567840e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63640 8.9224690614e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63680 8.9281813388e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63720 8.9338936162e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63760 8.9396058935e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63800 8.9453181709e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63840 8.9510304483e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63880 8.9567427256e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63920 8.9624550030e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
63960 8.9681672804e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64000 8.9738795577e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64040 8.9795918351e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64080 8.9853041125e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64120 8.9910163898e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64160 8.9967286672e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64200 9.0024409446e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64240 9.0081532219e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64280 9.0138654993e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64320 9.0195777767e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64360 9.0252900540e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64400 9.0310023314e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64440 9.0367146088e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64480 9.0424268861e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64520 9.0481391635e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64560 9.0538514409e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64600 9.0595637183e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64640 9.0652759956e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64680 9.0709882730e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64720 9.0767005504e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64760 9.0824128277e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64800 9.0881251051e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64840 9.0938373825e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64880 9.0995496598e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64920 9.1052619372e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
64960 9.1109742146e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65000 9.1166864919e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65040 9.1223987693e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65080 9.1281110467e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65120 9.1338233240e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65160 9.1395356014e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65200 9.1452478788e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65240 9.1509601561e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65280 9.1566724335e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65320 9.1623847109e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65360 9.1680969883e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65400 9.1738092656e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65440 9.1795215430e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65480 9.1852338204e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65520 9.1909460977e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65560 9.1966583751e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65600 9.2023706525e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65640 9.2080829298e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65680 9.2137952072e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65720 9.2195074846e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65760 9.2252197619e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65800 9.2309320393e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65840 9.2366443167e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65880 9.2423565940e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65920 9.2480688714e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
65960 9.2537811488e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66000 9.2594934261e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66040 9.2652057035e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66080 9.2709179809e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66120 9.2766302582e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66160 9.2823425356e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66200 9.2880548130e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66240 9.2937670904e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66280 9.2994793677e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66320 9.3051916451e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66360 9.3109039225e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66400 9.3166161998e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66440 9.3223284772e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66480 9.3280407546e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66520 9.3337530319e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66560 9.3394653093e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66600 9.3451775867e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66640 9.3508898640e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66680 9.3566021414e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66720 9.3623144188e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66760 9.3680266961e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66800 9.3737389735e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66840 9.3794512509e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66880 9.3851635282e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66920 9.3908758056e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
66960 9.3965880830e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
67000 9.4023003604e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
