# step time[s] dt[s] max_speed[m/s] max_vorticity[1/s] max_delta_omega poisson_iters
47680 6.6432703915e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47720 6.6489826688e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47760 6.6546949462e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47800 6.6604072236e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47840 6.6661195009e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47880 6.6718317783e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47920 6.6775440557e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
47960 6.6832563330e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48000 6.6889686104e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48040 6.6946808878e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48080 6.7003931652e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48120 6.7061054425e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48160 6.7118177199e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48200 6.7175299973e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48240 6.7232422746e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48280 6.7289545520e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48320 6.7346668294e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48360 6.7403791067e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48400 6.7460913841e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48440 6.7518036615e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48480 6.7575159388e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48520 6.7632282162e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48560 6.7689404936e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48600 6.7746527709e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48640 6.7803650483e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48680 6.7860773257e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48720 6.7917896030e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48760 6.7975018804e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48800 6.8032141578e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48840 6.8089264351e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48880 6.8146387125e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48920 6.8203509899e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
48960 6.8260632673e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49000 6.8317755446e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49040 6.8374878220e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49080 6.8432000994e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49120 6.8489123767e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49160 6.8546246541e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49200 6.8603369315e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49240 6.8660492088e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49280 6.8717614862e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49320 6.8774737636e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49360 6.8831860409e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49400 6.8888983183e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49440 6.8946105957e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49480 6.9003228730e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49520 6.9060351504e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49560 6.9117474278e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49600 6.9174597051e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49640 6.9231719825e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49680 6.9288842599e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49720 6.9345965373e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49760 6.9403088146e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49800 6.9460210920e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49840 6.9517333694e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49880 6.9574456467e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49920 6.9631579241e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
49960 6.9688702015e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50000 6.9745824788e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50040 6.9802947562e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50080 6.9860070336e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50120 6.9917193109e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50160 6.9974315883e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50200 7.0031438657e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50240 7.0088561430e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50280 7.0145684204e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50320 7.0202806978e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50360 7.0259929751e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50400 7.0317052525e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50440 7.0374175299e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50480 7.0431298072e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50520 7.0488420846e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50560 7.0545543620e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50600 7.0602666394e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50640 7.0659789167e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50680 7.0716911941e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50720 7.0774034715e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50760 7.0831157488e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50800 7.0888280262e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50840 7.0945403036e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50880 7.1002525809e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50920 7.1059648583e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
50960 7.1116771357e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51000 7.1173894130e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51040 7.1231016904e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51080 7.1288139678e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51120 7.1345262451e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51160 7.1402385225e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51200 7.1459507999e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51240 7.1516630772e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51280 7.1573753546e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51320 7.1630876320e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51360 7.1687999094e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51400 7.1745121867e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51440 7.1802244641e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51480 7.1859367415e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51520 7.1916490188e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51560 7.1973612962e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51600 7.2030735736e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51640 7.2087858509e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51680 7.2144981283e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51720 7.2202104057e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51760 7.2259226830e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51800 7.2316349604e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51840 7.2373472378e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51880 7.2430595151e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51920 7.2487717925e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
51960 7.2544840699e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52000 7.2601963472e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52040 7.2659086246e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52080 7.2716209020e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52120 7.2773331793e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52160 7.2830454567e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52200 7.2887577341e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52240 7.2944700115e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52280 7.3001822888e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52320 7.3058945662e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52360 7.3116068436e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52400 7.3173191209e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52440 7.3230313983e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52480 7.3287436757e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52520 7.3344559530e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52560 7.3401682304e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52600 7.3458805078e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52640 7.3515927851e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52680 7.3573050625e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52720 7.3630173399e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52760 7.3687296172e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52800 7.3744418946e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52840 7.3801541720e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52880 7.3858664493e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52920 7.3915787267e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
52960 7.3972910041e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53000 7.4030032815e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53040 7.4087155588e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53080 7.4144278362e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53120 7.4201401136e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53160 7.4258523909e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53200 7.4315646683e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53240 7.4372769457e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53280 7.4429892230e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53320 7.4487015004e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53360 7.4544137778e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53400 7.4601260551e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53440 7.4658383325e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53480 7.4715506099e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53520 7.4772628872e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53560 7.4829751646e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53600 7.4886874420e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53640 7.4943997193e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53680 7.5001119967e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53720 7.5058242741e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53760 7.5115365514e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53800 7.5172488288e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53840 7.5229611062e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53880 7.5286733836e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53920 7.5343856609e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
53960 7.5400979383e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54000 7.5458102157e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54040 7.5515224930e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54080 7.5572347704e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54120 7.5629470478e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54160 7.5686593251e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54200 7.5743716025e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54240 7.5800838799e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54280 7.5857961572e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54320 7.5915084346e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54360 7.5972207120e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54400 7.6029329893e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54440 7.6086452667e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54480 7.6143575441e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54520 7.6200698214e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54560 7.6257820988e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54600 7.6314943762e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54640 7.6372066536e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54680 7.6429189309e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54720 7.6486312083e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54760 7.6543434857e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54800 7.6600557630e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54840 7.6657680404e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54880 7.6714803178e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54920 7.6771925951e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
54960 7.6829048725e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55000 7.6886171499e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55040 7.6943294272e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55080 7.7000417046e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55120 7.7057539820e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55160 7.7114662593e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55200 7.7171785367e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55240 7.7228908141e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55280 7.7286030914e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55320 7.7343153688e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55360 7.7400276462e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55400 7.7457399235e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55440 7.7514522009e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55480 7.7571644783e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55520 7.7628767557e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55560 7.7685890330e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55600 7.7743013104e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55640 7.7800135878e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55680 7.7857258651e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55720 7.7914381425e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55760 7.7971504199e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55800 7.8028626972e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55840 7.8085749746e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55880 7.8142872520e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55920 7.8199995293e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
55960 7.8257118067e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56000 7.8314240841e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56040 7.8371363614e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56080 7.8428486388e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56120 7.8485609162e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56160 7.8542731935e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56200 7.8599854709e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56240 7.8656977483e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56280 7.8714100257e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56320 7.8771223030e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56360 7.8828345804e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56400 7.8885468578e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56440 7.8942591351e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56480 7.8999714125e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56520 7.9056836899e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56560 7.9113959672e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56600 7.9171082446e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56640 7.9228205220e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56680 7.9285327993e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56720 7.9342450767e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56760 7.9399573541e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56800 7.9456696314e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56840 7.9513819088e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56880 7.9570941862e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56920 7.9628064635e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
56960 7.9685187409e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57000 7.9742310183e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57040 7.9799432956e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57080 7.9856555730e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57120 7.9913678504e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57160 7.9970801278e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57200 8.0027924051e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57240 8.0085046825e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57280 8.0142169599e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57320 8.0199292372e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57360 8.0256415146e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57400 8.0313537920e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57440 8.0370660693e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57480 8.0427783467e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57520 8.0484906241e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57560 8.0542029014e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57600 8.0599151788e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57640 8.0656274562e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57680 8.0713397335e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57720 8.0770520109e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
57760 8.0827642883e-02 1.4280693421e-06 2.0000000000e+01 0.0000000000e+00 0.0000000000e+00 1
